Nº Contrato|Contratado|Objeto do Contrato|Contratante|Valor do Contrato|
00004875|MRG TECNOLOGIA E GESTAO EMPRESARIAL LTDA ME|AQUISIÇÃO DE EQUIPAMENTOS PARA CRIAÇÃO DA REDE DE INTERNET DAS COISAS DE FORTALEZA.|FUNDACAO DE CIENCIA, TECNOLOGIA E INOVACAO DE FORTALEZA|18.000,00|
00004578|MULTIFARMA COMERCIAL LTDA|CONTRATO PARA AQUISIÇÃO DE MEDICAMENTOS SUJEITOS A CONTROLE ESPECIAL 2, CONFORME REGISTRO DE PREÇOS Nº  55/2015 PREGÃO ELETRÔNICO Nº 243/2015 CONTRATO Nº 295/2016 - SMS. LOCAL DE ENTREGA: FARMÁCIA DO HDEBO - AV. JORN. THOMAZ COELHO, 1578 - MESSEJANA.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|11.060,00|
00004588|MULTIFARMA COMERCIAL LTDA|AQUISIÇÃO DE MEDICAMENTOS SUJEITOS A CONTROLE ESPECIAL 2 PARA ABASTECIMENTO DO HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA.|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|17.190,00|
00004271|MULTIFARMA COMERCIAL LTDA|REFERENTE AQUISIÇÃO DE MEDICAMENTO ATRAVES DA ARP 92/2016 PE 127/2016 CONTRATO 250/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|9.564,00|
00004633|MULTIFARMA COMERCIAL LTDA|AQUISIÇÕES DE MEDICAMENTOS  -  CONTROLE ESPECIAL 2|HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA|12.060,00|
00004899|MULTIFARMA COMERCIAL LTDA|CONSTITUI OBJETO DESTE CONTRATO A AQUISIÇÃO DE MEDICAMENTOS PARA DISPENSAÇÃO NOS HOSPITAIS MUNICIPAIS LIGADOS A SECRETARIA MUNICIPAL DE SAÚDE DE FORTALEZA,  DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO CONTRATO N° 251/2016 - SMS, PROCESSO N° P251341/2016,  E NA ATA DE REGISTRO DE PREÇOS N° 092/2016, NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO QUE TEM COMO FUNDAMENTO O EDITAL DO PREGÃO ELETRÔNICO N° 127/2016 E SEUS ANEXOS CONFORME PROCESSO ADMINISTRATIVO N° P703432/2015.|HOSPITAL LUCIA DE FATIMA/CROA|14.346,00|
00004883|MULTIFARMA COMERCIAL LTDA|PE. N.243/2015 - OBJETO: AQUISIÇÃO DE MEDICAMENTOS SUJEITOS A CONTROLE ESPECIAL 2, DESTINADOS AO INSTITUTO DOUTOR JOSÉ FROTA-IJF, AOS HOSPITAIS DA REDE MUNICIPAL DE SAÚDE, HOSPITAL E MATERNIDADE DRª ZILDA ARNS NEUMANN E SECRETARIA MUNICIPAL DE SAÚDE (SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA-SAMU), DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS DESTE CONTRATO E NA ATA DE REGISTRO DE PREÇOS N.55/2015, NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO.|HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA|15.090,00|
00000015|MULTIFARMA COMERCIAL LTDA|REFERENTE AQUISIÇÃO DE MEDICAMENTOS DE CONTROLE ESPECIAL ATRAVES DA ARP 55/2015 PE 243/2015 CONT 295/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|5.661,60|
00000044|MULTIFARMA COMERCIAL LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO(MEDICAMENTO)PREGÃO ELETRÔNICO Nº.243/15.CONTRATO Nº.295/16.VALIDADE 10/11/17.NECESSÁRIO PARA ESTA UNIDADE HOSPITALAR.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|8.295,00|
00004225|MULTIFARMA COMERCIAL LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO(MEDICAMENTO)PREGÃO ELETRÔNICO Nº.127/16. CONTRATO Nº.251/16.VALIDADE 11/9/17.NECESSÁRIO PARA ESTA UNIDADE HOSPITALAR.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|4.782,00|
00004203|MULTIFARMA COMERCIAL LTDA|AQUISIÇÃO DE MEDICAMENTO CONFORME ATA 92/2016, PE 127/2016 ,  CONTRATO 251/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|6.376,00|
00003970|MULTIPRINT COMERCIO DE TONERS EIRELI - ME|CONTRATAÇÃO DE EMPRESA PARA O REGISTRO DE PREÇOS, PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE MÓVEIS E EQUIPAMENTOS PARA A CASA DA LUSOFONIA, DE ACORDO COM AS ESPECIFICAÇÕES E
QUANTITATIVOS PREVISTOS NESTE ANEXO I – TERMO DE REFERÊNCIA DO EDITAL E NA PROPOSTA DA CONTRATADA.
DO VALOR CONTRATUAL|SECRETARIA REGIONAL II|229.990,00|
00000699|NATIVA LIVE PROMOCOES E EVENTOS LTD|CONTRATACAO DE EMPRESA ESPECIALIZADA P/PRESTACAO SOB DEMANDA DE SERV.DE EVENTOS P/OCASIAO DE COMEMORACAO INAUGURACOES SOLE- NIDADES DATAS COMEMORATIVAS DE INTERESSE PUBLICO MUNICIPAL SE- MINARIOS PALESTRAS TREINAMENTOS E EVENTOS EM GERAL.|SECRETARIA MUNICIPAL DE GOVERNO|2.494.250,00|
00002149|NATIVA LIVE PROMOCOES E EVENTOS LTD|REF. A CONTRATAÇÃO DE EMPRESA PESSOA JURÍDICA, VENCEDORA NO CARONA DO PREGÃO PRESENCIAL Nº41/2013, ATA DE REGISTRO DE PREÇOS Nº 52/2013, QUE TEM COMO OBJETO, PRESTAÇÃO DE SERVIÇOS NOS EVENTOS INSTITUCIONAIS DESTA SECULTFOR, COMO: COMEMORAÇÕES, INAUGURAÇÕES, SOLENIDADES, SEMINÁRIOS, PALESTRAS E OUTROS.|SECRETARIA MUNICIPAL DE CULTURA DE FORTALEZA|400.100,00|
00002130|NATIVA LIVE PROMOCOES E EVENTOS LTD|REF. A CONTRATAÇÃO DE EMPRESA, ATRAVÉS DO PREGÃO PRESENCIAL Nº 41/2013, ATA DE REGISTRO DE PREÇOS Nº 52/2013 (E CARONA N), QUE TEM POR OBJETO PRESTAÇÃO DE SERVIÇOS NOS EVENTOS INSTITUCIONAIS DA SECULTFOR, POR OCASIÃO DE COMEMORAÇÕES, INAUGURAÇÕES, SOLENIDADES, DATA COMEMORATIVAS DE INTERESSE PÚBLICO MUNICIPAL, SEMINÁRIOS, PALESTRAS E TREINAMENTOS DE EVENTOS EM GERAL|SECRETARIA MUNICIPAL DE CULTURA DE FORTALEZA|226.875,00|
00000327|NATIVA LIVE PROMOCOES E EVENTOS LTD|CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE EVENTOS POR OCASIAO DE COMEMORACOES INAUGURACOES SOLENIDADES DATAS COMEMORATIVAS DE INTERESSE PUBLICO MUNICIPAL MEMINARIOS PALESTRAS E EVENTOS EM GERAL DA SME.|FUNDO MUNICIPAL DE EDUCACAO|2.494.250,00|
00000864|NBG ALIMENTACAO E SERVICOS LTDA|EXECUCAO DOS SERVICOS DE PREPARO DE REFEICOES DIARIAS SENDO: DIETAS NORMAIS.DIETAS BRANDAS PASTOSAS E LIQUIDAS PASTOSAS E DIETAS ESPECIAIS P/OS SERVIDORES.CONFORME PRESENCIAL N.23/12 ATA DE REG.DE PRECOS N.02/12.|FUNDO MUNICIPAL DE SAUDE - ADMINISTRACAO GERAL|4.636.975,83|
00004419|NORDESTE MINERACAO LTDA|CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO DE INSUMOS (BRITA E PÓ DE PEDRA) PARA A CÉLULA DE GESTÃO DA MALHA VIÁRIA DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINF (LOTES 03 E 04).|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|5.330.538,00|
00000542|NORDMAQUINAS CONSTRUCOES LTDA|SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA E REFORMA DE PRAÇAS E PARQUES PÚBLICOS COM O FORNECIMENTO DE MATERIAIS E PEÇAS DE REPOSIÇÃO QUANDO NECESSÁRIAS, PARA ATENDER AS NECESSIDADES DA SRII, CONFORME ATA DE REGISTRO DE PREÇOS VISANDO AS AQUISIÇÕES DE FUTURAS E EVENTUAIS DOS ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES DOS ITENS LISTADOS NA PLANILHA DA SEINF.|SECRETARIA REGIONAL II|1.968.000,00|
00001501|NORDMAQUINAS CONSTRUCOES LTDA|SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA E REFORMA DAS PRAÇAS E PARQUES PÚBLICOS, COM O FORNECIMENTO DE MATERIAIS E PEÇAS DE REPOSIÇÃO, QUANDO NECESSÁRIAS, PARA ATENDER AS NECESSIDADES DA SECRETARIA REGIONAL III.|SECRETARIA REGIONAL III|750.000,00|
00003218|NP CAPACITAÇÃO E SOLUÇÕES TECNOLÓGICAS LTDA|SERVIÇO DE ACESSO ON-LINE A BANCO DE DADOS ESPECÍFICO, COM INFORMAÇÕES ATUALIZADAS DE PREÇOS PRATICADOS NO MERCADO, VALORES DE REFERÊNCIA E ATAS DE REGISTRO DE PREÇOS.|SECRETARIA MUNICIPAL DO ESPORTE E LAZER|7.990,00|
00000129|NUTRINE NUTRIMENTOS NORDESTE LTDA|CONSTITUI OBJETO DO PRESENTE CONTRATO A AQUISIÇÃO DE ALIMENTOS, PELO PERÍODO DE 12(DOZE) MESES, PARA SUPRIR AS NECESSIDADES DA SECRETARIA MUNICIPAL DA SAÚDE (SAÚDE MENTAL) E HOSPITAIS DA REDE MUNICIPAL DE SAÚDE, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I - TERMO DE REFERENCIA DO EDITAL DO PREGÃO ELETRÔNICO N° 250/2015 E SEUS ANEXOS, CONFORME O CONTRATO N° 378/2016 - SMS, PROCESSO DE CARONA N° P279156/2016, DA ATA DE REGISTRO DE PREÇOS N° 033/2016 COM A SECRETARIA DE TRABALHO, DESENVOLVIMENTO SOCIAL E COMBATE À FOME - SETRA.|HOSPITAL LUCIA DE FATIMA/CROA|62.976,50|
00004889|NUTRINE NUTRIMENTOS NORDESTE LTDA|CONSTITUI OBJETO  DO  PRESENTE INSTRUMENTO AQUISIÇÃO DE ALIMENTOS, , PELO PERÍODO  DE 12(DOZE),MESES, CONTRATO 378-SMS, PROCESSOP2709156/2016,,PREGÃO ELETRÔNICO  250/2016.|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|106.090,50|
00004841|NUTRINE NUTRIMENTOS NORDESTE LTDA|AQUISIÇÃO DE FRUTAS E VERDURAS PARA ABASTECIMENTO DO HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|81.612,80|
00004842|NUTRINE NUTRIMENTOS NORDESTE LTDA|CONTRATO Nº 378/2016 - SMS - PARA AQUISIÇÃO DE ALIMENTOS CONFORME ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO PREGÃO ELETRÔNICO Nº 250/2015.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|79.252,00|
00004863|NUTRINE NUTRIMENTOS NORDESTE LTDA|AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS  -  FRUTAS/VERDURAS|HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA|84.087,00|
00000079|NUTRINE NUTRIMENTOS NORDESTE LTDA|AQUISIÇÃO DE ALIMENTOS CONFORME CONTRATO Nº 378/2016 - PREGÃO ELETRÔNICO Nº 250/2015.|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|90.692,70|
00002115|NUTRISA NUTRIMENTOS AGROPASTORIL S/A|TEM POR OBJETO A LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, DESTINADO AO FUNCIONAMENTO DA ESCOLA MUNICIPAL NARCISO PESSOA DE ARAÚJO - SER V.|FUNDO MUNICIPAL DE EDUCACAO|302.902,08|
00000230|Nexomed Hospitalar ltda|AQUISIÇÃO DE ORTESE, PROTESES E MATERIAIS ESPECIAIS (OPMES) PARA MANUTENÇÃO DO HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA.|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|263.051,80|
00003358|NÍVIA MARIA DA SILVA CAVALCANTE|O PRESENTE CONTRATO TEM POR OBJETO A CONCESSÃO DE CRÉDITO AOS MUTUÁRIOS NA IMPORTÂNCIA DE R$ 14.839,75(QUATORZE MIL, OITOCENTOS E  TRINTA E NOVE REAIS E SETENTA E CINCO CENTAVOS) QUE SERÁ CREDITADA MEDIANTE TRANSFERÊNCIA BANCÁRIA EM CONTA CORRENTE CONJUNTA DE TITULARIDADE DOS MUTUÁRIOS, ABERTA JUNTO AO BANCO DO BRASIL S/A, EM 02 (DUAS) PARCELAS, CONFORME ESTABELECIDO NA CLÁUSULA QUARTA DO PRESENTE INSTRUMENTO.|FUNDO MUNICIPAL DO JOVEM EMPREENDEDOR|14.839,75|
00003212|NÚCLEO COMÉRCIO E SERVIÇOS DE TECNOLOGIAS LTDA|SERVIÇOS DE INSTALAÇÃO DE REDE DE DADOS E TELEFONIA CORPORATIVA DE MULTISERVIÇOS DO INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO - IPM, COM ACESSÓRIOS E MATERIAIS NECESSÁRIOS PARA O FUNCIONAMENTO E INSTALAÇÃO, TODOS NOVOS E DE PRIMEIRO USO, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I - TERMO DE REFERÊNCIA DO EDITAL E NA PROPOSTA DA CONTRATADA.|INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR|88.271,66|
00001315|NÚCLEO COMÉRCIO E SERVIÇOS DE TECNOLOGIAS LTDA|AQUISICAO DE FIBRA OPTICA ACESSORIOS E MATERIAL PARA REDE DE ACESSO FTTX E EQUIPAMENTOS DE TECNOLOGIA PON (PASSIVE OPTICAL NETWORK) COM INSTALACAO TODOS NOVOS E DE PRIMEIRO USO.|FUNDO MUNICIPAL DE EDUCACAO|7.506.192,90|
00001679|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA ESPECIALIZADA COM FINS A EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 01 ESCOLA DE TEMPO INTEGRAL - ETI , COM ENDEREÇO NA RUA ALVES BEZERRA, S/N, BAIRRO SIQUEIRA|FUNDO MUNICIPAL DE EDUCACAO|8.726.178,22|
00000573|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA, CONSERVAÇÃO E MANUTENÇÃO PREDIAL(PREVENTIVA E/OU CORRETIVA) DAS EDIFICAÇÕES FISCAIS DO PARQUE ESCOLAR DA REDE MUNICIPAL DE ENSINO DA PMF/SME - CONT 35/2015 - LOTE 02 -|FUNDO MUNICIPAL DE EDUCACAO|1.025.000,00|
00000522|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA, CONSERVAÇÃO E MANUTENÇÃO PREDIAL(PREVENTIVA E/OU CORRETIVA) DAS EDIFICAÇÕES DO PARQUE ESCOLAR DA REDE MUNICIPAL DE ENSINO DA SME. CONTRATO N. 34/2015|FUNDO MUNICIPAL DE EDUCACAO|1.446.000,00|
00003865|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|O PRESENTE CONTRATO TEM COMO OBJETO A CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO E REFORMA PREDIAL - SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA DAS INSTALAÇÕES FÍSICAS PREDIAIS EM IMÓVEIS, COM O FORNECIMENTO DE MÃO DE OBRA ESPECIALIZADA, MATERIAIS E PEÇAS DE REPOSIÇÃO, NAS ÁREAS DE ABRANGÊNCIA DA SECRETARIA REGIONAL IV.|SECRETARIA REGIONAL IV|1.000.000,00|
00003051|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA E REFORMA DAS INSTALAÇÕES FÍSICAS PREDIAIS, COM FORNECIMENTO DE MATERIAIS E PEÇAS DE REPOSIÇÃO PARA ATENDER AS NECESSIDADES DESTA SECRETARIA REGIONAL II.|SECRETARIA REGIONAL II|1.000.000,00|
00002407|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA E REFORMA DAS PRAÇAS E PARQUES PÚBLICOS, COM O FORNECIMENTO DE MATERIAIS E PEÇAS DE REPOSIÇÃO, QUANDO NECESSÁRIAS, ATRAVÉS DO PERCENTUAL DE DESCONTO SOBRE A TABELA DE CUSTOS DE SERVIÇOS DA SEINFRA/CE, TABELA SINTÉTICA COM DESONERAÇÃO, ACRESCIDA COM 26,24%, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I - TERMO DE REFERÊNCIA DO EDITAL E NA PROPOSTA DA CONTRATADA - LOTE 06.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|3.483.750,00|
00001905|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA, CONSERVAÇÃO E MANUTENÇÃO PREDIAL (PREVENTIVA E/OU CORRETIVA) DAS EDIFICAÇÕES FÍSICAS DO PARQUE ESCOLAR DA REDE MUNICIPAL DE ENSINO DA SME E SEUS ANEXOS - PMF, COM O FORNECIMENTO DE MATERIAIS E PEÇAS DE REPOSIÇÃO, PARA ATENDER AS NECESSIDADES DA SME.|FUNDO MUNICIPAL DE EDUCACAO|1.210.929,80|
00002757|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E REFORMA PREDIAL, SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA E REFORMA DAS INSTALAÇÕES FÍSICAS PREDIAIS, CONFORME CONTRATO Nº 10/2015.|CONTROLADORIA E OUVIDORIA GERAL DO MUNICIPIO|19.500,00|
00001885|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA , CONSERVAÇÃO E MANUTENÇÃO PREDIAL PREVENTIVA E CORRETIVA DAS EDIFICAÇÕES FÍSICAS DO PARQUE ESCOLAR DA REDE MUNICIPAL DE ENSINO DA SME E SEUS ANEXOS.|FUNDO MUNICIPAL DE EDUCACAO|1.548.638,88|
00002461|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONSTITUI OBJETO DESTE CONTRATO A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E REFORMA PREDIAL - SERVIÇO DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA DAS INSTALAÇÕES FISICAS PREDIAIS EM IMÓVEIS, COM O FORNECIMENTO DA MÃO-DE-OBRA ESPECIALIZADA, MATERIAIS E PEÇAS DE REPOSIÇÃO, DO PERCENTUAL DE DESCONTO SOBRE A TABELA DE CUSTOS DE SERVIÇOS DA SEINF.|SECRETARIA MUNICIPAL DA SEGURANCA CIDADA|290.000,00|
00000574|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA, CONSERVAÇÃO E MANUTENÇÃO PREDIAL(PREVENTIVA E/OU CORRETIVA) DAS EDIFICAÇÕES FÍSICAS DO PARQUE ESCOLAR DA REDE MUNICIPAL DE ENSINO DA SME - CONT 31/2015 - LOTE 01|FUNDO MUNICIPAL DE EDUCACAO|1.120.000,00|
00004500|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONSTITUI OBJETO DESTE CONTRATO A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E REFORMA PREDIAL- SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA DAS INSTALAÇÕES FÍSICAS, PREDIAIS EM IMÓVEIS, COM FORNECIMENTO DE MÃO DE OBRA ESPECIALIZADA, MATERIAIS E PEÇAS DE REPOSIÇÃO.|SECRETARIA REGIONAL V|1.500.000,00|
00000524|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA, CONSERVAÇÃO E MANUTENÇÃO PREDIAL(PREVENTIVA E/OU CORRETIVA) DAS EDIFICAÇÕES FÍSICAS DO PARQUE ESCOLAR DA REDE MUNICIPAL DE ENSINO DA SME.
CONTRATO N. 33/2015|FUNDO MUNICIPAL DE EDUCACAO|1.370.000,00|
00002448|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATO A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E REFORMA PREDIAL DA SEPOG, DE ACORDO COM O PREGÃO PRESENCIAL Nº 095/2014 - ATA DE REGISTRO DE PREÇOS Nº 01/2015 - LEI 8.666/93, VIGENTE POR DOZE (12).|SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO  E GESTAO|60.000,00|
00004298|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE MANUTENÇÃO DE ESPAÇOS PÚBLICOS, NA ÁREA DE ABRANGÊNCIA DA SECRETARIA EXECUTIVA DO CENTRO - SERCE.|SECRETARIA REGIONAL DO CENTRO|470.000,00|
00000984|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONSTITUI OBJETO DESTE CONTRATO A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA PREDIAL.|INSTITUTO DE PESOS E MEDIDAS|97.500,00|
00000523|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA, CONSERVAÇÃO E MANUTENÇÃO PREDIAL(PREVENTIVA E/OU CORRETIVA) DAS EDIFICAÇÕES FÍSICAS DO PARQUE ESCOLAR DA REDE MUNICIPAL DE ENSINO DA SME.
CONTRATO N. 32/2015|FUNDO MUNICIPAL DE EDUCACAO|1.006.000,00|
00000993|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|REF. A CONTRATAÇÃO DE EMPRESA, VENCEDORA NO PREGÃO PRESENCIAL Nº 95/2014, ATA DE REGISTRO DE PREÇOS Nº 01/2015, E SEUS ANEXOS, QUE TEM POR OBJETO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E REFORMA PREDIAL - SERVIÇO DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA DAS INSTALAÇÕES FÍSICAS PREDIAIS E M IMÓVEIS, COM FORNECIMENTO DE MÃO DE OBRA ESPECIALIZADA, MATERIAIS E PEÇAS DE REPOSIÇÃO.|SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA|292.500,00|
00002572|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATO DE PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL - SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM O FORNECIMENTO DE MÃO DE OBRA ESPECIALIZADA PARA ATENDER AS NECESSIDADES DAS ESCOLAS DA REDE MUNICIPAL DE ENSINO DA PMF/SME|FUNDO MUNICIPAL DE EDUCACAO|8.500.000,00|
00000730|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|SERVIÇO DE MANUTENÇÃO E REFORMA PREDIAL- SERVIÇO DE MANUTENÇÃO PREVENTIVA, CORRETIVA, E REFORMA DAS INSTALAÇÕES FÍSICAS PREDIAIS EM IMÓVEIS, COM O FORNECIMENTO DA MÃO DE OBRA ESPECIALIZADA, MATERIAIS E PEÇAS DE REPOSIÇÃO.|GUARDA MUNICIPAL DE FORTALEZA|58.500,00|
00004886|O.K. EMPREENDIMENTOS CONSTRUCOES E SERVICOS LTDA|CONTRATO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA , CONSERVAÇÃO E MANUTENÇÃO PREDIAL PREVENTIVA E OU CORRETIVA DAS EDIFICAÇÕES FÍSICAS DO PARQUE MUNICIPAL DE ENSINO DA SME/PMF|FUNDO MUNICIPAL DE EDUCACAO|127.592,50|
00002701|OI MOVEL S/A|OI S.A.|TELE NORTE LESTE S/A TELEMAR OI|SERVIÇOS DE TELEFONIA PARA ATENDER AOS ÓRGÃOS E ENTIDADES DO MUNICÍPIO DE FORTALEZA, COM PRESTAÇÃO DE SERVIÇOS DE TELEFONIA FIXA (FIXO-FIXO E FIXO-MÓVEL), LOCAL, NACIONAL E INTERNACIONAL, A SER EXECUTADO DE FORMA CONTÍNUA; ENTRONCAMENTO DE CENTRAIS TELEFÔNICAS PRIVADAS E SERVIÇO DE 0800, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I – TERMO DE REFERÊNCIA DO EDITAL E NA PROPOSTA DA CONTRATADA.|SECRETARIA MUNICIPAL DO ESPORTE E LAZER|6.039,43|
00003126|OI MOVEL S/A|OI S.A.|TELE NORTE LESTE S/A TELEMAR OI|CONTRATAÇÃO DE SERVIÇOS DE TELEFONIA PARA ATENDER AOS ÓRGÃOS E ENTIDADES DO MUNICÍPIO DE FORTALEZA, COM PRESTAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL PESSOAL - SMP, COM FORNECIMENTO DE APARELHO EM REGIME DE COMODATO E TELEFONIA FIXA COMUTADA - STFC (FIXO-FIXO E FIXO-MÓVEL), CONFORME ESPECIFICAÇÕES CONTIDAS EM EDITAL.|SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS|64.057,56|
